"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Decade_Volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:VEI-5_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Volcanic_calderas_of_Russia"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Decade_Volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:VEI-5_volcanoes"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Volcanic_calderas_of_Russia"
"http://dbpedia.org/resource/Avachinsky"	"Авачинская Сопка"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Crater_lakes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Lakes_of_Kamchatka_Krai"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Volcanic_calderas_of_Russia"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Crater_lakes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Lakes_of_Kamchatka_Krai"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Volcanic_calderas_of_Russia"
"http://dbpedia.org/resource/Akademia_Nauk_(volcano)"	"Академия Наук (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alngey"	"Алнгей"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Alney-Chashakondzha"	"Алней-Чашаконджа"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Anaun"	"Анаун"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Iturup"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kuril_Islands"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kuril_Islands"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Iturup"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kuril_Islands"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kuril_Islands"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Atsonupuri"	"Атсонупури"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Akhtang"	"Ахтанг"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bakening"	"Бакенинг"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:20th-century_volcanic_events"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Subduction_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:VEI-5_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_Asia"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:20th-century_volcanic_events"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Active_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Subduction_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:VEI-5_volcanoes"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Mountains_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Stratovolcanoes_of_Russia"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Volcanoes_of_the_Kamchatka_Peninsula"
"http://dbpedia.org/resource/Bezymianny"	"Безымянный (вулкан)"	"http://dbpedia.org/resource/Category:Holocene_Asia"
