"city"	"name"
"http://dbpedia.org/resource/Ca'_d'Andrea"	"Ка-д’Андреа"
"http://dbpedia.org/resource/Kaarina"	"Каарина"
"http://dbpedia.org/resource/Cabana_de_Bergantiños"	"Кабана-де-Бергантиньос"
"http://dbpedia.org/resource/Cabanatuan"	"Кабанатуан"
"http://dbpedia.org/resource/Cabañes_de_Esgueva"	"Кабаньес-де-Эсгева"
"http://dbpedia.org/resource/Cabañas_de_Yepes"	"Кабаньяс-де-Епес"
"http://dbpedia.org/resource/Cabañas_de_Ebro"	"Кабаньяс-де-Эбро"
"http://dbpedia.org/resource/Cabañas_de_la_Sagra"	"Кабаньяс-де-ла-Сагра"
"http://dbpedia.org/resource/Cabañas_del_Castillo"	"Кабаньяс-дель-Кастильо"
"http://dbpedia.org/resource/Kabwe"	"Кабве"
"http://dbpedia.org/resource/Cabella_Ligure"	"Кабелла-Лигуре"
"http://dbpedia.org/resource/Cabeza_la_Vaca"	"Кабеса-ла-Вака"
"http://dbpedia.org/resource/Cabezamesada"	"Кабесамесада"
"http://dbpedia.org/resource/Cabezas_de_Alambre"	"Кабесас-де-Аламбре"
"http://dbpedia.org/resource/Cabezas_del_Villar"	"Кабесас-дель-Вильяр"
"http://dbpedia.org/resource/Cabezas_del_Pozo"	"Кабесас-дель-Посо"
"http://dbpedia.org/resource/Cabezón_de_la_Sierra"	"Кабесон-де-ла-Сьерра"
"http://dbpedia.org/resource/Cabezuela_del_Valle"	"Кабесуэла-дель-Валье"
"http://dbpedia.org/resource/Kabile"	"Кабиле (Болгария)"
"http://dbpedia.org/resource/Cabinda_(city)"	"Кабинда (Ангола)"
"http://dbpedia.org/resource/Cabizuela"	"Кабисуэла"
"http://dbpedia.org/resource/Cabixi"	"Кабиши"
"http://dbpedia.org/resource/Cabolafuente"	"Каболафуэнте"
"http://dbpedia.org/resource/Cabra_de_Mora"	"Кабра-де-Мора"
"http://dbpedia.org/resource/Cabra_del_Camp"	"Кабра-дель-Камп"
"http://dbpedia.org/resource/Cabra_del_Santo_Cristo"	"Кабра-дель-Санто-Кристо"
"http://dbpedia.org/resource/Cabras,_Sardinia"	"Кабрас"
"http://dbpedia.org/resource/Cabrillanes"	"Кабрильянес"
"http://dbpedia.org/resource/Cabiate"	"Кабьяте"
"http://dbpedia.org/resource/Cava_Manara"	"Кава-Манара"
"http://dbpedia.org/resource/Cava_de'_Tirreni"	"Кава-де-Тиррени"
"http://dbpedia.org/resource/Kawagoe,_Saitama"	"Кавагоэ"
"http://dbpedia.org/resource/Kawaguchi,_Saitama"	"Кавагути (город)"
"http://dbpedia.org/resource/Kavadarci"	"Кавадарци"
"http://dbpedia.org/resource/Cavaso_del_Tomba"	"Кавазо-дель-Томба"
"http://dbpedia.org/resource/Cavaion_Veronese"	"Кавайон-Веронезе"
"http://dbpedia.org/resource/Cavacurta"	"Кавакурта"
"http://dbpedia.org/resource/Kavala"	"Кавала (город)"
"http://dbpedia.org/resource/Cavalese"	"Кавалезе"
"http://dbpedia.org/resource/Cavallasca"	"Кавалласка"
"http://dbpedia.org/resource/Cavallerleone"	"Каваллерлеоне"
"http://dbpedia.org/resource/Cavallermaggiore"	"Каваллермаджоре"
"http://dbpedia.org/resource/Cavallino"	"Каваллино"
"http://dbpedia.org/resource/Cavallino-Treporti"	"Каваллино-Трепорти"
"http://dbpedia.org/resource/Cavallirio"	"Каваллирио"
"http://dbpedia.org/resource/Cavaglietto"	"Кавальетто"
"http://dbpedia.org/resource/Cavaglio-Spoccia"	"Кавальо-Спочча"
"http://dbpedia.org/resource/Cavaglio_d'Agogna"	"Кавальо-д’Агонья"
"http://dbpedia.org/resource/Cavaglià"	"Кавалья"
"http://dbpedia.org/resource/Kawanishi,_Hyōgo"	"Каваниси (Хёго)"
"http://dbpedia.org/resource/Cavagnolo"	"Каваньоло"
"http://dbpedia.org/resource/Kavaratti"	"Каваратти"
"http://dbpedia.org/resource/Cavarzere"	"Кавардзере"
"http://dbpedia.org/resource/Cavareno"	"Каварено"
"http://dbpedia.org/resource/Cavaria_con_Premezzo"	"Кавария-кон-Премеццо"
"http://dbpedia.org/resource/Cavargna"	"Каварнья"
"http://dbpedia.org/resource/Kavarskas"	"Каварскас"
"http://dbpedia.org/resource/Kawasaki,_Kanagawa"	"Кавасаки (город)"
"http://dbpedia.org/resource/Cavasso_Nuovo"	"Кавассо-Нуово"
"http://dbpedia.org/resource/Cavatore"	"Каваторе"
"http://dbpedia.org/resource/Cavazzo_Carnico"	"Каваццо-Карнико"
"http://dbpedia.org/resource/Kavajë"	"Кавая"
