"city"	"name"
"http://dbpedia.org/resource/Yonezawa,_Yamagata"	"Ёнэдзава"
"http://dbpedia.org/resource/Żabno"	"Жабно"
"http://dbpedia.org/resource/Żagań"	"Жагань"
"http://dbpedia.org/resource/Žagarė"	"Жагаре"
"http://dbpedia.org/resource/Žamberk"	"Жамберк"
"http://dbpedia.org/resource/Žandov"	"Жандов"
"http://dbpedia.org/resource/Jardim,_Mato_Grosso_do_Sul"	"Жардин (Мату-Гросу-ду-Сул)"
"http://dbpedia.org/resource/Żarki"	"Жарки (город)"
"http://dbpedia.org/resource/Žarnovica"	"Жарновица"
"http://dbpedia.org/resource/Żarów"	"Жарув"
"http://dbpedia.org/resource/Żary"	"Жары (Польша)"
"http://dbpedia.org/resource/Jataí"	"Жатаи (Гояс)"
"http://dbpedia.org/resource/Žatec"	"Жатец"
"http://dbpedia.org/resource/Zhashkiv"	"Жашков"
"http://dbpedia.org/resource/Rzgów"	"Жгув"
"http://dbpedia.org/resource/Ždánice_(Hodonín_District)"	"Жданице"
"http://dbpedia.org/resource/Zhdanivka"	"Ждановка (город)"
"http://dbpedia.org/resource/Žďár_nad_Sázavou"	"Ждяр-над-Сазавоу"
"http://dbpedia.org/resource/Žebrák"	"Жебрак (город)"
"http://dbpedia.org/resource/Žiežmariai"	"Жежмаряй"
"http://dbpedia.org/resource/Jezkazgan"	"Жезказган"
"http://dbpedia.org/resource/Železná_Ruda"	"Железна-Руда"
"http://dbpedia.org/resource/Zheleznovodsk"	"Железноводск"
"http://dbpedia.org/resource/Zheleznogorsk,_Krasnoyarsk_Krai"	"Железногорск (Красноярский край)"
"http://dbpedia.org/resource/Zheleznogorsk,_Kursk_Oblast"	"Железногорск (Курская область)"
"http://dbpedia.org/resource/Zheleznogorsk-Ilimsky"	"Железногорск-Илимский"
"http://dbpedia.org/resource/Zheleznodorozhny,_Moscow_Oblast"	"Железнодорожный (город)"
"http://dbpedia.org/resource/Żelechów"	"Желехув"
"http://dbpedia.org/resource/Želiezovce"	"Жельезовце"
"http://dbpedia.org/resource/Geneva"	"Женева"
"http://dbpedia.org/resource/Rzepin"	"Жепин"
"http://dbpedia.org/resource/Żerków"	"Жеркув"
"http://dbpedia.org/resource/Rzeszów"	"Жешув"
"http://dbpedia.org/resource/Żywiec"	"Живец (город)"
"http://dbpedia.org/resource/Zhigulyovsk"	"Жигулёвск"
"http://dbpedia.org/resource/Zhydachiv"	"Жидачов"
"http://dbpedia.org/resource/Zhizdra"	"Жиздра (город)"
"http://dbpedia.org/resource/Žilina"	"Жилина"
"http://dbpedia.org/resource/Zhinvali"	"Жинвали"
"http://dbpedia.org/resource/Gignod"	"Жиньо"
"http://dbpedia.org/resource/Żyrardów"	"Жирардув"
"http://dbpedia.org/resource/Zhirnovsk"	"Жирновск"
"http://dbpedia.org/resource/Žirovnice"	"Жировнице"
"http://dbpedia.org/resource/Zhytomyr"	"Житомир"
"http://dbpedia.org/resource/Żychlin"	"Жихлин"
"http://dbpedia.org/resource/Rizhao"	"Жичжао"
"http://dbpedia.org/resource/Žlutice"	"Жлутице"
"http://dbpedia.org/resource/Zhmerynka"	"Жмеринка"
"http://dbpedia.org/resource/Żmigród"	"Жмигруд"
"http://dbpedia.org/resource/Żnin"	"Жнин"
"http://dbpedia.org/resource/Jovençan"	"Жовансан"
"http://dbpedia.org/resource/Zhodzina"	"Жодино"
"http://dbpedia.org/resource/José_Bonifácio,_São_Paulo"	"Жозе-Бонифасиу (Сан-Паулу)"
"http://dbpedia.org/resource/Jonquière"	"Жонкьер (Канада)"
"http://dbpedia.org/resource/Żory"	"Жоры"
"http://dbpedia.org/resource/Juazeiro_do_Norte"	"Жуазейру-ду-Норти"
"http://dbpedia.org/resource/João_Pessoa"	"Жуан-Песоа"
"http://dbpedia.org/resource/Zhukov,_Kaluga_Oblast"	"Жуков (город)"
"http://dbpedia.org/resource/Żukowo"	"Жуково (Польша)"
"http://dbpedia.org/resource/Zhukovsky,_Moscow_Oblast"	"Жуковский (Московская область)"
"http://dbpedia.org/resource/Rongcheng,_Shandong"	"Жунчэн (Вэйхай)"
"http://dbpedia.org/resource/Županja"	"Жупанья"
"http://dbpedia.org/resource/Żuromin"	"Журомин"
"http://dbpedia.org/resource/Rushan,_Shandong"	"Жушань"
"http://dbpedia.org/resource/Žiar_nad_Hronom"	"Жьяр-над-Гроном"
"http://dbpedia.org/resource/Renqiu"	"Жэньцю"
"http://dbpedia.org/resource/Zhovti_Vody"	"Жёлтые Воды"
"http://dbpedia.org/resource/Zabrze"	"Забже"
"http://dbpedia.org/resource/Zabłudów"	"Заблудув"
"http://dbpedia.org/resource/Zabok"	"Забок"
"http://dbpedia.org/resource/Zabol"	"Заболь"
"http://dbpedia.org/resource/Zawadzkie"	"Завадзке"
"http://dbpedia.org/resource/Zawiercie"	"Заверце"
"http://dbpedia.org/resource/Zawidów"	"Завидув"
"http://dbpedia.org/resource/Zaviyeh"	"Завийе"
"http://dbpedia.org/resource/Zavitinsk"	"Завитинск"
"http://dbpedia.org/resource/Zawichost"	"Завихост"
"http://dbpedia.org/resource/Zavodoukovsk"	"Заводоуковск"
"http://dbpedia.org/resource/Zavolzhsk"	"Заволжск"
"http://dbpedia.org/resource/Zavolzhye,_Nizhny_Novgorod_Oblast"	"Заволжье (город)"
"http://dbpedia.org/resource/Zagreb"	"Загреб"
"http://dbpedia.org/resource/Zagórz"	"Загуж"
"http://dbpedia.org/resource/Zagórów"	"Загурув"
"http://dbpedia.org/resource/Zadar"	"Задар"
"http://dbpedia.org/resource/Zadonsk"	"Задонск"
"http://dbpedia.org/resource/Zazeran"	"Зазеран"
"http://dbpedia.org/resource/Zainsk"	"Заинск"
"http://dbpedia.org/resource/Seibersdorf"	"Зайберсдорф (Нижняя Австрия)"
"http://dbpedia.org/resource/Seiersberg"	"Зайерсберг"
"http://dbpedia.org/resource/Seitenstetten"	"Зайтенштеттен"
"http://dbpedia.org/resource/Zakamensk"	"Закаменск"
"http://dbpedia.org/resource/Zakynthos"	"Закинф"
"http://dbpedia.org/resource/Zakliczyn"	"Закличин"
"http://dbpedia.org/resource/Zakopane"	"Закопане"
"http://dbpedia.org/resource/Zakroczym"	"Закрочим"
