"city"	"name"
"http://dbpedia.org/resource/Ra'anana"	"Раанана"
"http://dbpedia.org/resource/Raahe"	"Раахе"
"http://dbpedia.org/resource/Rab_(town)"	"Раб (город)"
"http://dbpedia.org/resource/Rabak"	"Рабак (Судан)"
"http://dbpedia.org/resource/Rabanera_del_Pinar"	"Рабанера-дель-Пинар"
"http://dbpedia.org/resource/Rabbi,_Trentino"	"Рабби (провинция Тренто)"
"http://dbpedia.org/resource/Rabé_de_las_Calzadas"	"Рабе-де-лас-Кальсадас"
"http://dbpedia.org/resource/Rabensburg"	"Рабенсбург"
"http://dbpedia.org/resource/Rabenstein_an_der_Pielach"	"Рабенштайн-ан-дер-Пилах"
"http://dbpedia.org/resource/Rabka-Zdrój"	"Рабка-Здруй"
"http://dbpedia.org/resource/Raabs_an_der_Thaya"	"Рабс-ан-дер-Тайя"
"http://dbpedia.org/resource/Rawa_Mazowiecka"	"Рава-Мазовецкая"
"http://dbpedia.org/resource/Rava-Ruska"	"Рава-Русская"
"http://dbpedia.org/resource/Rawabi"	"Раваби"
"http://dbpedia.org/resource/Rawalpindi"	"Равалпинди"
"http://dbpedia.org/resource/Ravanusa"	"Равануза"
"http://dbpedia.org/resource/Ravarino"	"Раварино"
"http://dbpedia.org/resource/Ravascletto"	"Равасклетто"
"http://dbpedia.org/resource/Ravello"	"Равелло"
"http://dbpedia.org/resource/Ravelsbach"	"Равельсбах"
"http://dbpedia.org/resource/Ravenna"	"Равенна"
"http://dbpedia.org/resource/Raveo"	"Равео"
"http://dbpedia.org/resource/Rawicz"	"Равич (город)"
"http://dbpedia.org/resource/Ragalna"	"Рагальна"
"http://dbpedia.org/resource/Ragoli"	"Раголи"
"http://dbpedia.org/resource/Ragogna"	"Рагонья"
"http://dbpedia.org/resource/Rada_de_Haro"	"Рада-де-Аро"
"http://dbpedia.org/resource/Radviliškis"	"Радвилишкис"
"http://dbpedia.org/resource/Radda_in_Chianti"	"Радда-ин-Кьянти"
"http://dbpedia.org/resource/Raddusa"	"Раддуза"
"http://dbpedia.org/resource/Radenthein"	"Радентайн"
"http://dbpedia.org/resource/Radekhiv"	"Радехов"
"http://dbpedia.org/resource/Rajahmundry"	"Раджамандри"
"http://dbpedia.org/resource/Rajauri"	"Раджаури"
"http://dbpedia.org/resource/Rajgir"	"Раджгир"
"http://dbpedia.org/resource/Rajmahal"	"Раджмахал"
"http://dbpedia.org/resource/Rajpipla"	"Раджпипла"
"http://dbpedia.org/resource/Rajsamand"	"Раджсаманд"
"http://dbpedia.org/resource/Radziejów"	"Радзеюв"
"http://dbpedia.org/resource/Radzymin"	"Радзымин"
"http://dbpedia.org/resource/Radzyń_Podlaski"	"Радзынь-Подляский"
"http://dbpedia.org/resource/Radzyń_Chełmiński"	"Радзынь-Хелминьски"
"http://dbpedia.org/resource/Radzionków"	"Радзёнкув"
"http://dbpedia.org/resource/Radyvyliv"	"Радивилов"
"http://dbpedia.org/resource/Radicondoli"	"Радикондоли"
"http://dbpedia.org/resource/Radków"	"Радкув"
"http://dbpedia.org/resource/Radlin,_Silesian_Voivodeship"	"Радлин"
"http://dbpedia.org/resource/Radłów"	"Радлув (город)"
"http://dbpedia.org/resource/Radnice"	"Раднице"
"http://dbpedia.org/resource/Radoviš"	"Радовиш"
"http://dbpedia.org/resource/Radom"	"Радом"
"http://dbpedia.org/resource/Radomsko"	"Радомско"
"http://dbpedia.org/resource/Radomyśl_Wielki"	"Радомысль-Вельки"
"http://dbpedia.org/resource/Radomyshl"	"Радомышль"
"http://dbpedia.org/resource/Raduzhny,_Vladimir_Oblast"	"Радужный (Владимирская область)"
"http://dbpedia.org/resource/Raduzhny,_Khanty-Mansi_Autonomous_Okrug"	"Радужный (Ханты-Мансийский автономный округ)"
"http://dbpedia.org/resource/Radford,_Virginia"	"Радфорд (Виргиния)"
"http://dbpedia.org/resource/Radha_Kund"	"Радхакунд"
"http://dbpedia.org/resource/Radstadt"	"Радштадт"
"http://dbpedia.org/resource/Radymno"	"Радымно"
"http://dbpedia.org/resource/Rajec"	"Раец"
"http://dbpedia.org/resource/Rajecké_Teplice"	"Раецке-Теплице"
"http://dbpedia.org/resource/Rozdilna"	"Раздельная"
"http://dbpedia.org/resource/Rasura"	"Разура"
"http://dbpedia.org/resource/Raiganj"	"Райгандж"
"http://dbpedia.org/resource/Raigarh"	"Райгарх"
"http://dbpedia.org/resource/Rajgród"	"Райгруд"
"http://dbpedia.org/resource/Raiding,_Austria"	"Райдинг"
"http://dbpedia.org/resource/Reisenberg"	"Райзенберг"
"http://dbpedia.org/resource/Rison,_Arkansas"	"Райзон (Арканзас)"
"http://dbpedia.org/resource/Rheinau,_Switzerland"	"Райнау (Цюрих)"
"http://dbpedia.org/resource/Reinach,_Basel-Landschaft"	"Райнах (Базель-Ланд)"
"http://dbpedia.org/resource/Reingers"	"Райнгерс"
"http://dbpedia.org/resource/Rheineck"	"Райнек"
"http://dbpedia.org/resource/Reinsberg,_Austria"	"Райнсберг (Нижняя Австрия)"
"http://dbpedia.org/resource/Rheinfelden"	"Райнфельден"
