"city"	"name"
"http://dbpedia.org/resource/The_Hague"	"Гаага"
"http://dbpedia.org/resource/Habartov"	"Габартов"
"http://dbpedia.org/resource/Gabbioneta-Binanuova"	"Габбьонета-Бинануова"
"http://dbpedia.org/resource/Gaby"	"Габи (Валле-д’Аоста)"
"http://dbpedia.org/resource/Gabii"	"Габий"
"http://dbpedia.org/resource/Gabicce_Mare"	"Габичче-Маре"
"http://dbpedia.org/resource/Gablitz"	"Габлиц (коммуна)"
"http://dbpedia.org/resource/Gaborone"	"Габороне"
"http://dbpedia.org/resource/Gaweinstal"	"Гавайнсталь"
"http://dbpedia.org/resource/Havana"	"Гавана"
"http://dbpedia.org/resource/Havana,_Arkansas"	"Гавана (Арканзас)"
"http://dbpedia.org/resource/Gibeon_(ancient_city)"	"Гаваон"
"http://dbpedia.org/resource/Gavardo"	"Гавардо"
"http://dbpedia.org/resource/Gavazzana"	"Гаваццана"
"http://dbpedia.org/resource/Gavdos"	"Гавдос"
"http://dbpedia.org/resource/Gavello"	"Гавелло"
"http://dbpedia.org/resource/Gavi,_Piedmont"	"Гави (город)"
"http://dbpedia.org/resource/Gavilanes"	"Гавиланес"
"http://dbpedia.org/resource/Gavignano"	"Гавиньяно (Италия)"
"http://dbpedia.org/resource/Gavirate"	"Гавирате"
"http://dbpedia.org/resource/Havířov"	"Гавиржов"
"http://dbpedia.org/resource/Havlíčkův_Brod"	"Гавличкув-Брод"
"http://dbpedia.org/resource/Le_Havre"	"Гавр"
"http://dbpedia.org/resource/Gavrilov_Posad"	"Гаврилов Посад"
"http://dbpedia.org/resource/Gavrilov-Yam"	"Гаврилов-Ям"
"http://dbpedia.org/resource/Gagra"	"Гагра"
"http://dbpedia.org/resource/Gadap_Town"	"Гадап"
"http://dbpedia.org/resource/Gaaden"	"Гаден"
"http://dbpedia.org/resource/Gadesco-Pieve_Delmona"	"Гадеско-Пьеве-Дельмона"
"http://dbpedia.org/resource/Gaggiano"	"Гаджано"
"http://dbpedia.org/resource/Gaggi"	"Гаджи"
"http://dbpedia.org/resource/Gadzhiyevo"	"Гаджиево"
"http://dbpedia.org/resource/Gaggio_Montano"	"Гаджо-Монтано"
"http://dbpedia.org/resource/Gazzada_Schianno"	"Гадзада-Скьянно"
"http://dbpedia.org/resource/Gazzo_Veronese"	"Гадзо-Веронезе"
"http://dbpedia.org/resource/Gazzola"	"Гадзола"
"http://dbpedia.org/resource/Gazoldo_degli_Ippoliti"	"Гадзольдо-дельи-Ипполити"
"http://dbpedia.org/resource/Gazzuolo"	"Гадзуоло"
"http://dbpedia.org/resource/Gadoni"	"Гадони"
"http://dbpedia.org/resource/Gadsden,_Alabama"	"Гадсден (Алабама)"
"http://dbpedia.org/resource/Gadchiroli"	"Гадчироли"
"http://dbpedia.org/resource/Hadiach"	"Гадяч"
"http://dbpedia.org/resource/Gaza"	"Газа (значения)"
"http://dbpedia.org/resource/Ghaziabad,_Uttar_Pradesh"	"Газиабад"
"http://dbpedia.org/resource/Gaziantep"	"Газиантеп"
"http://dbpedia.org/resource/Hai,_Lviv_Oblast"	"Гаи (Бродовский район)"
"http://dbpedia.org/resource/Gai,_Styria"	"Гай (Австрия)"
"http://dbpedia.org/resource/Gaikodzor"	"Гай-Кодзор"
"http://dbpedia.org/resource/Gaiba"	"Гайба"
"http://dbpedia.org/resource/Haivoron"	"Гайворон"
"http://dbpedia.org/resource/Gaimberg"	"Гаймберг"
"http://dbpedia.org/resource/Gaiola"	"Гайола"
"http://dbpedia.org/resource/Gaiole_in_Chianti"	"Гайоле-ин-Кьянти"
"http://dbpedia.org/resource/Haisyn"	"Гайсин"
"http://dbpedia.org/resource/Galanta"	"Галанта"
"http://dbpedia.org/resource/Galápagos,_Guadalajara"	"Галапагос (Гвадалахара)"
"http://dbpedia.org/resource/Galati_Mamertino"	"Галати-Мамертино"
"http://dbpedia.org/resource/Galatina"	"Галатина"
"http://dbpedia.org/resource/Galatone"	"Галатоне"
"http://dbpedia.org/resource/Galatro"	"Галатро"
"http://dbpedia.org/resource/Galați"	"Галац"
"http://dbpedia.org/resource/Galveston,_Texas"	"Галвестон (Техас)"
"http://dbpedia.org/resource/Galeata"	"Галеата"
