"Австралия"	"http://dbpedia.org/resource/Australia"
"Австрия"	"http://dbpedia.org/resource/Austria"
"Азербайджан"	"http://dbpedia.org/resource/Azerbaijan"
"Албания"	"http://dbpedia.org/resource/Albania"
"Алжир"	"http://dbpedia.org/resource/Algeria"
"Ангола"	"http://dbpedia.org/resource/Angola"
"Андорра"	"http://dbpedia.org/resource/Andorra"
"Аргентина"	"http://dbpedia.org/resource/Argentina"
"Армения"	"http://dbpedia.org/resource/Armenia"
"Афганистан"	"http://dbpedia.org/resource/Afghanistan"
"Багамские Острова"	"http://dbpedia.org/resource/The_Bahamas"
"Бангладеш"	"http://dbpedia.org/resource/Bangladesh"
"Барбадос"	"http://dbpedia.org/resource/Barbados"
"Бахрейн"	"http://dbpedia.org/resource/Bahrain"
"Белиз"	"http://dbpedia.org/resource/Belize"
"Белоруссия"	"http://dbpedia.org/resource/Belarus"
"Бельгия"	"http://dbpedia.org/resource/Belgium"
"Бенин"	"http://dbpedia.org/resource/Benin"
"Болгария"	"http://dbpedia.org/resource/Bulgaria"
"Боливия"	"http://dbpedia.org/resource/Bolivia"
"Ботсвана"	"http://dbpedia.org/resource/Botswana"
"Бразилия"	"http://dbpedia.org/resource/Brazil"
"Бруней"	"http://dbpedia.org/resource/Brunei"
"Буркина-Фасо"	"http://dbpedia.org/resource/Burkina_Faso"
"Бурунди"	"http://dbpedia.org/resource/Burundi"
"Бутан"	"http://dbpedia.org/resource/Bhutan"
"Вануату"	"http://dbpedia.org/resource/Vanuatu"
"Великобритания"	"http://dbpedia.org/resource/United_Kingdom"
"Венгрия"	"http://dbpedia.org/resource/Hungary"
"Венесуэла"	"http://dbpedia.org/resource/Venezuela"
"Восточный Тимор"	"http://dbpedia.org/resource/East_Timor"
"Вьетнам"	"http://dbpedia.org/resource/Vietnam"
"Габон"	"http://dbpedia.org/resource/Gabon"
"Гайана"	"http://dbpedia.org/resource/Guyana"
"Гамбия"	"http://dbpedia.org/resource/The_Gambia"
"Гана"	"http://dbpedia.org/resource/Ghana"
"Гватемала"	"http://dbpedia.org/resource/Guatemala"
"Гвинея-Бисау"	"http://dbpedia.org/resource/Guinea-Bissau"
"Германия"	"http://dbpedia.org/resource/Germany"
"Гондурас"	"http://dbpedia.org/resource/Honduras"
"Государства — члены ООН"	"http://dbpedia.org/resource/Member_states_of_the_United_Nations"
"Гренада"	"http://dbpedia.org/resource/Grenada"
"Греция"	"http://dbpedia.org/resource/Greece"
"Грузия"	"http://dbpedia.org/resource/Georgia_(country)"
"Дания"	"http://dbpedia.org/resource/Denmark"
"Демократическая Республика Конго"	"http://dbpedia.org/resource/Democratic_Republic_of_the_Congo"
"Джибути"	"http://dbpedia.org/resource/Djibouti"
"Доминика"	"http://dbpedia.org/resource/Dominica"
"Доминиканская Республика"	"http://dbpedia.org/resource/Dominican_Republic"
"Египет"	"http://dbpedia.org/resource/Egypt"
"Замбия"	"http://dbpedia.org/resource/Zambia"
"Зимбабве"	"http://dbpedia.org/resource/Zimbabwe"
"Израиль"	"http://dbpedia.org/resource/Israel"
"Индия"	"http://dbpedia.org/resource/India"
"Индонезия"	"http://dbpedia.org/resource/Indonesia"
"Иордания"	"http://dbpedia.org/resource/Jordan"
"Ирак"	"http://dbpedia.org/resource/Iraq"
"Иран"	"http://dbpedia.org/resource/Iran"
"Ирландия"	"http://dbpedia.org/resource/Republic_of_Ireland"
