"25 км Железной Дороги Мончегорск-Оленья"	"http://dbpedia.org/resource/25_km_Zheleznoy_Dorogi_Monchegorsk–Olenya"	"Мурманская область"	"http://dbpedia.org/resource/Category:Rural_localities_in_Murmansk_Oblast"
"27 км Железной Дороги Мончегорск-Оленья"	"http://dbpedia.org/resource/27_km_Zheleznoy_Dorogi_Monchegorsk–Olenya"	"Мурманская область"	"http://dbpedia.org/resource/Category:Rural_localities_in_Murmansk_Oblast"
"Ёна (село)"	"http://dbpedia.org/resource/Yona,_Russia"	"Мурманская область"	"http://dbpedia.org/resource/Category:Rural_localities_in_Murmansk_Oblast"
"Ёнский"	"http://dbpedia.org/resource/Yonsky"	"Мурманская область"	"http://dbpedia.org/resource/Category:Rural_localities_in_Murmansk_Oblast"
"Абага (Амгинский улус)"	"http://dbpedia.org/resource/Abaga,_Amginsky_District,_Sakha_Republic"	"Якутия"	"http://dbpedia.org/resource/Category:Rural_localities_in_the_Sakha_Republic"
"Абадзехская"	"http://dbpedia.org/resource/Abadzekhskaya"		"http://dbpedia.org/resource/Category:Rural_localities_in_the_Republic_of_Adygea"
"Абаза (город)"	"http://dbpedia.org/resource/Abaza_(town)"	"Хакасия"	"http://dbpedia.org/resource/Category:Cities_and_towns_in_Khakassia"
"Абаза (город)"	"http://dbpedia.org/resource/Abaza_(town)"	"Хакасия"	"http://dbpedia.org/resource/Category:Populated_places_established_in_1856"
"Абазинский район"	"http://dbpedia.org/resource/Abazinsky_District"		"http://dbpedia.org/resource/Category:Districts_of_Karachay-Cherkessia"
"Абакан"	"http://dbpedia.org/resource/Abakan"	"Хакасия"	"http://dbpedia.org/resource/Category:17th-century_establishments_in_Russia"
"Абакан"	"http://dbpedia.org/resource/Abakan"	"Хакасия"	"http://dbpedia.org/resource/Category:Cities_and_towns_in_Khakassia"
"Абакан"	"http://dbpedia.org/resource/Abakan"	"Хакасия"	"http://dbpedia.org/resource/Category:Populated_places_established_in_1675"
"Абакан"	"http://dbpedia.org/resource/Abakan"	"Хакасия"	"http://dbpedia.org/resource/Category:Yeniseysk_Governorate"
"Абан (посёлок)"	"http://dbpedia.org/resource/Aban,_Russia"	"Красноярский край"	"http://dbpedia.org/resource/Category:Rural_localities_in_Krasnoyarsk_Krai"
"Абанский район"	"http://dbpedia.org/resource/Abansky_District"	"Красноярский край"	"http://dbpedia.org/resource/Category:Districts_of_Krasnoyarsk_Krai"
"Абанский район"	"http://dbpedia.org/resource/Abansky_District"	"Красноярский край"	"http://dbpedia.org/resource/Category:States_and_territories_established_in_1924"
"Абатский район"	"http://dbpedia.org/resource/Abatsky_District"	"Тюменская область"	"http://dbpedia.org/resource/Category:Districts_of_Tyumen_Oblast"
"Абдулино"	"http://dbpedia.org/resource/Abdulino"	"Оренбургская область"	"http://dbpedia.org/resource/Category:Samara_Governorate"
